AvgSpotLen	BioSample	Experiment	Instrument	MBases	MBytes	Run	SRA_Sample	Sample_Name	resident_tissue	source_name	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	cell_type
202	SAMN09233363	SRX4108689	Illumina HiSeq 2500	13484	5334	SRR7192109	SRS3324338	GSM3148638	breast tumor	BC08	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233363	SRX4108689	Illumina HiSeq 2500	7492	3002	SRR7192110	SRS3324338	GSM3148638	breast tumor	BC08	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
144	SAMN09233362	SRX4108690	Illumina HiSeq 2500	2539	994	SRR7192111	SRS3324339	GSM3148639	breast tumor	BC08	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
144	SAMN09233362	SRX4108690	Illumina HiSeq 2500	2482	965	SRR7192112	SRS3324339	GSM3148639	breast tumor	BC08	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
145	SAMN09233362	SRX4108690	Illumina HiSeq 2500	2583	1033	SRR7192113	SRS3324339	GSM3148639	breast tumor	BC08	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
145	SAMN09233362	SRX4108690	Illumina HiSeq 2500	2521	995	SRR7192114	SRS3324339	GSM3148639	breast tumor	BC08	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
144	SAMN09233362	SRX4108690	Illumina HiSeq 2500	4485	1756	SRR7192115	SRS3324339	GSM3148639	breast tumor	BC08	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
144	SAMN09233362	SRX4108690	Illumina HiSeq 2500	4402	1709	SRR7192116	SRS3324339	GSM3148639	breast tumor	BC08	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
144	SAMN09233362	SRX4108690	Illumina HiSeq 2500	4589	1834	SRR7192117	SRS3324339	GSM3148639	breast tumor	BC08	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
144	SAMN09233362	SRX4108690	Illumina HiSeq 2500	4464	1760	SRR7192118	SRS3324339	GSM3148639	breast tumor	BC08	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
150	SAMN09233360	SRX4108691	Illumina HiSeq 2500	25719	19502	SRR7192119	SRS3324340	GSM3148640	breast tumor	BC08	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
150	SAMN09233360	SRX4108691	Illumina HiSeq 2500	26523	20311	SRR7192120	SRS3324340	GSM3148640	breast tumor	BC08	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
